Order No.,Order Initiation,Customer ID,Product ID,Order Delivery,Export Class,Sale($),Lead Time,Quantity Sold,Discount,Revenue, Net Revenue ,Profit,Rating
4286,22-Mar-20,12790,10003963,29/07/2020,Premium Class,506,129,219,0,65274,65274,154,Average
4827,18-Feb-20,15205,10001490,20/11/2020,Premium Class,543,276,147,0,149868,149868,437,Good
4629,22-Feb-20,14215,10002120,04/12/2020,Premium Class,604,286,55,0,172744,172744,53,Best
4475,14-Jan-20,13885,10000848,21/08/2020,Premium Class,978,220,8,0,215160,215160,184,Good
3940,30-Apr-20,13450,10003092,27/08/2020,First Class,810,119,371,0.3,96390,67473,366,Best
3447,19-Mar-20,15955,10004345,29/08/2020,Premium Class,521,163,352,0.8,84923,16985,129,Best
3593,05-Apr-20,19375,10001204,17/08/2020,Premium Class,828,134,241,0.3,110952,77666,324,Average
3474,03-Mar-20,17755,10004667,20/06/2020,Premium Class,714,109,58,0.3,77826,54478,80,Average
3078,31-Mar-20,12685,10002949,01/08/2020,Middle Class,790,123,241,0,97170,97170,323,Good
3274,04-Feb-20,15610,10003849,31/10/2020,Premium Class,728,270,95,0,196560,196560,168,Best
3199,01-Mar-20,19855,10000010,26/07/2020,Premium Class,983,147,209,0,144501,144501,116,Good
4346,20-Feb-20,21175,10002824,12/08/2020,Premium Class,563,174,201,0,97962,97962,469,Good
3005,06-Feb-20,11455,10002538,23/11/2020,Premium Class,917,291,285,0.3,266847,186793,241,Average
4321,22-Mar-20,15565,10002103,30/08/2020,Premium Class,810,161,358,0.3,130410,91287,94,Average
4788,23-Jan-20,19210,10004853,27/11/2020,First Class,933,309,110,0,288297,288297,107,Good
3931,09-Feb-20,11680,10000179,10/09/2020,Premium Class,502,214,355,0,107428,107428,100,Good
3818,11-Feb-20,15235,10001272,23/07/2020,Premium Class,619,163,6,0,100897,100897,187,Best
4078,24-Mar-20,12070,10000221,06/12/2020,Premium Class,774,257,84,0,198918,198918,317,Average
4118,11-Feb-20,18460,10001563,15/09/2020,Premium Class,866,217,56,0,187922,187922,158,Best
3365,01-Feb-20,10975,10000605,19/09/2020,Premium Class,794,231,116,0.3,183414,128390,213,Best
4207,30-Mar-20,16330,10001963,06/12/2020,Same Day,512,251,32,0,128512,128512,130,Average
4182,24-Feb-20,14605,10001267,13/10/2020,Premium Class,853,232,0,0.3,197896,138527,469,Average
3861,02-Feb-20,18625,10002103,29/10/2020,Premium Class,651,270,198,0.3,175770,123039,150,Best
4075,17-Jan-20,18010,10002857,04/10/2020,Premium Class,822,261,231,0.3,214542,150179,185,Good
4950,24-Feb-20,11230,10001482,25/10/2020,Premium Class,569,244,223,0.3,138836,97185,255,Best
3756,16-Apr-20,15775,10001989,28/11/2020,Premium Class,610,226,85,0,137860,137860,33,Average
4338,26-Apr-20,10090,10003287,26/07/2020,Premium Class,573,91,160,0.3,52143,36500,479,Good
3502,11-Mar-20,10450,10004728,16/09/2020,Premium Class,907,189,355,0,171423,171423,296,Average
4596,15-Mar-20,17860,10000732,01/12/2020,Premium Class,684,261,88,0.3,178524,124967,25,Best
4281,23-Apr-20,13250,10000585,23/12/2020,Middle Class,836,244,308,0.3,203984,142789,245,Average
4325,14-Mar-20,13990,10002787,25/09/2020,Premium Class,613,195,363,0,119535,119535,267,Average
4726,20-Jan-20,13765,10001934,14/12/2020,Middle Class,997,329,326,0,328013,328013,193,Best
3105,02-Jan-20,20230,10002457,18/10/2020,Same Day,676,290,129,0,196040,196040,62,Good
4817,12-Mar-20,15715,10003112,31/08/2020,Premium Class,783,172,400,0,134676,134676,227,Best
4138,03-Feb-20,10615,10002350,25/12/2020,Premium Class,534,326,152,0,174084,174084,31,Good
3641,27-Jan-20,16015,10001142,11/07/2020,Middle Class,891,166,358,0.3,147906,103534,154,Good
3606,06-Mar-20,12415,10001101,14/07/2020,Middle Class,682,130,265,0,88660,88660,359,Average
3776,04-Mar-20,16030,10002439,01/09/2020,Premium Class,832,181,159,0,150592,150592,34,Best
3112,29-Feb-20,17215,10002827,16/06/2020,Premium Class,667,108,108,0.3,72036,50425,463,Good
3939,19-Mar-20,20800,10002230,23/09/2020,Middle Class,722,188,256,0,135736,135736,179,Good
4449,06-Jan-20,10705,10001511,04/10/2020,Premium Class,811,272,143,0,220592,220592,34,Good
3511,01-Apr-20,19510,10004231,10/07/2020,Middle Class,804,100,168,0,80400,80400,329,Best
4951,27-Jan-20,11995,10004042,26/11/2020,Middle Class,773,304,12,0,234992,234992,166,Best
4661,22-Feb-20,17590,10003096,20/08/2020,Premium Class,999,180,323,0,179820,179820,37,Average
4755,16-Jan-20,12610,10002759,14/08/2020,Premium Class,788,211,6,0,166268,166268,332,Average
3764,17-Jan-20,16525,10000688,29/11/2020,Premium Class,970,317,140,0.3,307490,215243,58,Average
4711,28-Mar-20,20980,10001954,24/07/2020,Middle Class,852,118,351,0.3,100536,70375,119,Average
4738,22-Feb-20,11080,10004532,16/07/2020,First Class,629,145,1,0.3,91205,63844,323,Best
3710,08-Jan-20,17260,10002137,18/09/2020,Premium Class,657,254,354,0.3,166878,116815,49,Best
4818,01-Jan-20,10120,10000804,09/11/2020,Premium Class,876,313,214,0.3,274188,191932,445,Average
4095,09-Feb-20,11200,10003614,18/08/2020,Premium Class,946,191,375,0.3,180686,126480,155,Good
3154,11-Jan-20,20245,10003553,16/10/2020,Premium Class,833,279,269,0.3,232407,162685,181,Best
3905,12-Feb-20,11255,10004632,15/09/2020,First Class,871,216,3,0,188136,188136,382,Average
3720,21-Mar-20,19345,10003305,17/08/2020,Middle Class,603,149,320,0,89847,89847,384,Average
3402,30-Apr-20,21850,10002583,17/12/2020,Premium Class,864,231,286,0.3,199584,139709,469,Best
4699,02-Jan-20,21625,10004125,27/11/2020,Premium Class,745,330,187,0.3,245850,172095,489,Best
3129,27-Mar-20,10870,10001934,15/11/2020,Premium Class,906,233,100,0.3,211098,147769,319,Good
3458,01-Jan-20,19435,10004015,29/09/2020,Premium Class,690,272,275,0.3,187680,131376,428,Best
3956,26-Feb-20,16285,10004071,30/11/2020,Premium Class,502,278,361,0.3,139556,97689,238,Best
4281,19-Apr-20,15820,10002444,14/07/2020,Premium Class,527,86,87,0.3,45322,31725,248,Average
3098,24-Jan-20,15100,10002253,30/11/2020,Premium Class,940,311,367,0,292340,292340,265,Good
3630,12-Apr-20,18805,10000743,30/07/2020,Premium Class,634,109,321,0,69106,69106,297,Average
3481,14-Apr-20,19600,10002312,08/10/2020,First Class,555,177,110,0,98235,98235,73,Average
4580,23-Apr-20,10930,10003510,25/07/2020,Premium Class,994,93,14,0.3,92442,64709,135,Average
3760,11-Mar-20,17410,10001118,11/10/2020,Premium Class,814,214,15,0,174196,174196,291,Best
3655,05-Mar-20,13555,10001575,19/08/2020,Middle Class,903,167,29,0,150801,150801,328,Good
4566,19-Mar-20,17620,10003394,01/07/2020,First Class,769,104,26,0,79976,79976,47,Average
3808,13-Jan-20,13375,10002774,27/10/2020,Middle Class,773,288,55,0,222624,222624,390,Best
4407,08-Jan-20,11440,10001800,08/11/2020,Middle Class,733,305,253,0,223565,223565,236,Average
4801,13-Mar-20,13405,10001469,20/12/2020,Premium Class,554,282,305,0,156228,156228,419,Best
3750,13-Feb-20,21310,10003272,28/08/2020,First Class,771,197,335,0,151887,151887,380,Best
3118,23-Apr-20,11005,10001219,06/06/2020,First Class,592,44,3,0,26048,26048,84,Good
4495,09-Jan-20,16195,10001154,22/10/2020,Premium Class,743,287,344,0,213241,213241,221,Average
4761,10-Jan-20,17335,10001606,13/12/2020,Premium Class,550,338,37,0,185900,185900,121,Best
4687,30-Jan-20,18220,10003355,02/11/2020,Premium Class,797,277,64,0,220769,220769,100,Good
4367,01-Mar-20,17485,10002253,26/12/2020,Premium Class,796,300,153,0,238800,238800,336,Good
4429,28-Mar-20,20320,10004092,26/10/2020,First Class,960,212,265,0,203520,203520,220,Good
3430,23-Jan-20,21415,10000198,14/07/2020,Premium Class,824,173,143,0.3,142552,99786,162,Best
3274,13-Mar-20,15625,10000036,01/08/2020,Middle Class,895,141,85,0,126195,126195,272,Good
4894,06-Jan-20,18835,10000222,17/09/2020,Middle Class,704,255,274,0,179520,179520,423,Best
4648,29-Apr-20,19420,10004664,29/11/2020,Middle Class,800,214,34,0.3,171200,119840,117,Best
4928,10-Jan-20,20935,10001141,04/09/2020,Premium Class,881,238,133,0,209678,209678,83,Average
3008,30-Apr-20,11125,10002170,02/07/2020,Premium Class,614,63,176,0.3,38682,27077,82,Best
3827,11-Feb-20,13825,10001954,13/12/2020,Premium Class,582,306,295,0.3,178092,124664,201,Average
3734,27-Apr-20,11575,10002228,12/12/2020,Premium Class,974,229,330,0,223046,223046,467,Average
3116,28-Apr-20,13505,10004634,03/12/2020,First Class,726,219,116,0,158994,158994,122,Average
3377,28-Feb-20,16570,10003610,06/12/2020,First Class,774,282,264,0,218268,218268,276,Best
4546,08-Mar-20,20260,10001619,22/06/2020,Premium Class,710,106,248,0,75260,75260,206,Average
3498,05-Feb-20,12295,10000138,05/09/2020,Premium Class,746,213,219,0,158898,158898,338,Best
3028,07-Jan-20,20605,10001383,15/11/2020,Premium Class,836,313,72,0.3,261668,183168,399,Good
3382,30-Apr-20,21010,10003223,25/11/2020,Middle Class,701,209,168,0.3,146509,102556,111,Good
4303,27-Jan-20,13810,10004094,03/12/2020,Premium Class,695,311,215,0.3,216145,151302,58,Average
4528,18-Mar-20,18040,10004971,20/12/2020,First Class,772,277,372,0,213844,213844,38,Good
3072,07-Feb-20,12580,10004261,14/06/2020,Premium Class,825,128,133,0,105600,105600,150,Good
3715,22-Apr-20,10750,10000004,05/07/2020,Premium Class,822,74,173,0,60828,60828,169,Best
4371,05-Mar-20,19240,10003638,18/11/2020,Premium Class,508,258,364,0,131064,131064,437,Best
4270,11-Mar-20,20380,10003577,01/12/2020,Middle Class,849,265,82,0,224985,224985,385,Good
4698,19-Mar-20,11935,10000546,14/09/2020,Premium Class,834,179,184,0,149286,149286,50,Average
4828,06-Jan-20,14695,10002095,07/12/2020,Middle Class,627,336,49,0.3,210672,147470,169,Average
4123,22-Feb-20,21250,10001095,07/06/2020,First Class,890,106,229,0.3,94340,66038,253,Best
3643,20-Jan-20,15865,10004484,04/07/2020,Premium Class,839,166,244,0.3,139274,97492,500,Best
4660,18-Jan-20,20575,10001532,18/10/2020,Same Day,646,274,284,0.3,177004,123903,333,Average
3814,07-Apr-20,17200,10003174,25/08/2020,First Class,702,140,90,0,98280,98280,200,Average
3597,20-Jan-20,19315,10004187,16/12/2020,First Class,860,331,291,0,284660,284660,322,Best
3068,19-Apr-20,12910,10000025,14/06/2020,Premium Class,522,56,254,0,29232,29232,236,Best
4008,23-Mar-20,21220,10004306,04/11/2020,Premium Class,956,226,36,0,216056,216056,415,Average
4238,11-Mar-20,17170,10003746,07/10/2020,First Class,571,210,197,0,119910,119910,361,Good
3604,30-Jan-20,12515,10001036,17/06/2020,Premium Class,539,139,358,0.3,74921,52445,490,Best
3069,26-Apr-20,18580,10000301,02/11/2020,Middle Class,721,190,333,0.3,136990,95893,408,Average
3312,20-Feb-20,11635,10004648,18/10/2020,First Class,828,241,109,0.3,199548,139684,473,Best
3180,17-Jan-20,12235,10002597,01/12/2020,First Class,801,319,217,0.3,255519,178863,448,Good
3408,05-Feb-20,13780,10003405,06/07/2020,Premium Class,785,152,221,0.3,119320,83524,434,Average
3494,07-Feb-20,16450,10002335,02/06/2020,Premium Class,768,116,245,0,89088,89088,439,Best
3750,05-Mar-20,11350,10003657,06/10/2020,Premium Class,703,215,373,0,151145,151145,299,Best
3816,26-Jan-20,10300,10004409,27/06/2020,Premium Class,817,153,28,0,125001,125001,62,Best
3813,11-Jan-20,17635,10000057,19/07/2020,Premium Class,815,190,110,0,154850,154850,355,Best
4523,19-Mar-20,21385,10000056,24/10/2020,Middle Class,940,219,249,0,205860,205860,263,Good
4624,01-Feb-20,15295,10000014,10/12/2020,Premium Class,621,313,315,0.3,194373,136061,469,Good
3348,13-Apr-20,21265,10004675,21/06/2020,First Class,828,69,69,0.3,57132,39992,344,Best
4868,28-Jan-20,20170,10001132,26/09/2020,Premium Class,636,242,348,0,153912,153912,439,Average
4818,04-Mar-20,12700,10003199,10/08/2020,Premium Class,876,159,136,0,139284,139284,90,Average
3363,07-Jan-20,15025,10001530,22/08/2020,Premium Class,904,228,83,0,206112,206112,89,Best
4671,19-Feb-20,18310,10001569,26/09/2020,Premium Class,730,220,197,0.3,160600,112420,210,Good
3251,29-Mar-20,19525,10000176,05/11/2020,Premium Class,613,221,397,0.3,135473,94831,408,Good
4294,04-Jan-20,21295,10002271,22/10/2020,Premium Class,979,292,85,0.3,285868,200108,445,Best
3776,22-Mar-20,20785,10004090,09/07/2020,Premium Class,975,109,205,0.3,106275,74393,363,Average
3671,04-Apr-20,11410,10000576,22/06/2020,Premium Class,720,79,265,0.3,56880,39816,482,Good
3044,23-Mar-20,20680,10003953,30/10/2020,Same Day,891,221,132,0,196911,196911,337,Average
4605,26-Jan-20,13135,10000794,25/09/2020,Premium Class,747,243,206,0.3,181521,127065,441,Good
3207,21-Feb-20,14350,10001897,25/07/2020,Premium Class,867,155,205,0.3,134385,94070,353,Best
4719,17-Mar-20,17530,10001795,16/06/2020,First Class,604,91,38,0.3,54964,38475,258,Average
3333,23-Apr-20,19555,10004901,15/10/2020,Middle Class,668,175,228,0,116900,116900,240,Good
3996,19-Mar-20,14515,10003190,14/11/2020,Premium Class,561,240,149,0,134640,134640,51,Good
4097,21-Jan-20,16135,10000240,24/07/2020,Premium Class,566,185,192,0,104710,104710,319,Good
4101,05-Mar-20,13240,10001838,02/10/2020,Middle Class,648,211,102,0,136728,136728,417,Best
3151,02-Feb-20,17950,10003651,14/12/2020,Premium Class,918,316,46,0,290088,290088,197,Best
4404,27-Mar-20,13330,10003094,27/08/2020,Premium Class,751,153,297,0,114903,114903,196,Average
3905,11-Mar-20,18025,10001394,07/11/2020,Premium Class,609,241,287,0.3,146769,102738,180,Best
4034,26-Feb-20,12940,10004230,26/09/2020,Premium Class,782,213,209,0,166566,166566,450,Good
3629,15-Jan-20,13015,10003395,06/07/2020,Premium Class,921,173,57,0,159333,159333,109,Good
3718,12-Mar-20,11965,10002402,30/07/2020,Premium Class,868,140,152,0,121520,121520,140,Best
3041,21-Feb-20,10250,10003441,07/11/2020,First Class,759,260,49,0,197340,197340,115,Best
4348,06-Mar-20,13345,10002280,23/07/2020,Premium Class,702,139,98,0,97578,97578,321,Best
4126,14-Apr-20,21715,10000381,13/07/2020,First Class,526,90,262,0,47340,47340,367,Good
4515,15-Feb-20,12370,10004459,05/06/2020,Premium Class,892,111,24,0,99012,99012,76,Average
3513,08-Jan-20,11275,10000665,27/12/2020,Premium Class,590,354,128,0,208860,208860,361,Good
4357,16-Jan-20,14845,10003884,21/10/2020,Premium Class,567,279,106,0,158193,158193,100,Best
4066,14-Jan-20,11155,10001557,19/07/2020,First Class,709,187,19,0,132583,132583,468,Good
4866,10-Apr-20,14140,10002085,25/12/2020,First Class,512,259,251,0.3,132608,92826,310,Average
4700,05-Jan-20,17995,10002956,13/11/2020,Premium Class,902,313,241,0,282326,282326,169,Best
3660,13-Feb-20,10555,10003266,19/09/2020,Premium Class,612,219,235,0,134028,134028,135,Best
3508,06-Apr-20,14575,10004002,30/10/2020,Same Day,984,207,319,0,203688,203688,450,Average
4406,08-Feb-20,16045,10001071,28/08/2020,Premium Class,525,202,5,0,106050,106050,18,Best
3388,12-Apr-20,17875,10001560,07/07/2020,Middle Class,615,86,354,0,52890,52890,380,Good
4230,05-Feb-20,20425,10002578,12/08/2020,Middle Class,728,189,315,0,137592,137592,372,Good
3050,13-Feb-20,16000,10001519,10/09/2020,First Class,505,210,298,0,106050,106050,110,Good
3606,18-Feb-20,12955,10001294,19/10/2020,Premium Class,647,244,292,0,157868,157868,159,Average
4514,20-Mar-20,21475,10001636,15/08/2020,Premium Class,722,148,353,0,106856,106856,81,Good
3419,16-Jan-20,20350,10002503,21/12/2020,Middle Class,926,340,33,0,314840,314840,242,Good
4842,12-Apr-20,19450,10004093,27/10/2020,Premium Class,874,198,281,0,173052,173052,445,Average
4004,15-Jan-20,11215,10003878,02/11/2020,Premium Class,774,292,116,0,226008,226008,451,Best
4582,11-Apr-20,16405,10000710,27/06/2020,First Class,668,77,197,0,51436,51436,319,Average
4428,15-Feb-20,15310,10002335,13/11/2020,Premium Class,936,272,193,0,254592,254592,188,Average
4152,29-Feb-20,14050,10001870,05/10/2020,Premium Class,861,219,275,0,188559,188559,30,Average
4120,05-Mar-20,14110,10001019,26/10/2020,Middle Class,624,235,144,0,146640,146640,266,Best
3595,18-Mar-20,15460,10002537,10/08/2020,Premium Class,851,145,121,0.3,123395,86377,211,Good
4516,19-Feb-20,11845,10003221,26/08/2020,Premium Class,920,189,72,0,173880,173880,98,Average
3059,31-Jan-20,14410,10003752,26/06/2020,Premium Class,513,147,90,0,75411,75411,392,Best
4162,10-Jan-20,19090,10001714,14/06/2020,Premium Class,630,156,334,0.3,98280,68796,41,Average
4840,04-Jan-20,15130,10003958,14/08/2020,Premium Class,936,223,27,0,208728,208728,91,Good
3626,16-Apr-20,10030,10002923,06/08/2020,Premium Class,501,112,226,0,56112,56112,346,Average
3472,02-Apr-20,12475,10004272,16/10/2020,Premium Class,887,197,15,0.3,174739,122317,170,Best
4048,24-Feb-20,13195,10000965,03/07/2020,Premium Class,823,130,68,0.3,106990,74893,312,Average
4413,04-Mar-20,20215,10004853,04/06/2020,Middle Class,998,92,165,0,91816,91816,227,Good
4006,28-Jan-20,11740,10003719,09/08/2020,Premium Class,772,194,84,0,149768,149768,69,Best
4206,19-Apr-20,13595,10000545,26/10/2020,First Class,733,190,245,0.3,139270,97489,92,Average
3741,11-Apr-20,11815,10003591,19/11/2020,Same Day,584,222,203,0.3,129648,90754,279,Best
3816,17-Apr-20,14185,10001790,17/07/2020,Premium Class,519,91,370,0.3,47229,33060,80,Good
4012,26-Apr-20,21505,10002049,30/11/2020,First Class,728,218,132,0.3,158704,111093,239,Good
3194,13-Apr-20,18880,10003712,15/12/2020,Premium Class,887,246,284,0.3,218202,152741,5,Average
4618,22-Apr-20,17050,10003984,07/10/2020,Premium Class,984,168,78,0.3,165312,115718,329,Good
4029,24-Apr-20,12490,10001424,21/10/2020,Middle Class,900,180,152,0.3,162000,113400,27,Average
3542,10-Apr-20,13075,10002071,06/06/2020,Premium Class,765,57,83,0.3,43605,30524,359,Best
3337,06-Apr-20,15145,10002486,13/06/2020,Premium Class,550,68,56,0.3,37400,26180,2,Average
3782,01-Apr-20,10690,10000927,06/10/2020,Middle Class,887,188,136,0.3,166756,116729,268,Average
4577,04-Mar-20,14875,10001622,16/11/2020,Premium Class,546,257,276,0.3,140322,98225,119,Average
3677,02-Jan-20,17455,10003158,06/08/2020,Premium Class,990,217,103,0,214830,214830,108,Average
3552,07-Feb-20,19930,10002660,16/10/2020,Premium Class,619,252,171,0,155988,155988,491,Best
4997,18-Apr-20,20020,10003364,29/09/2020,Premium Class,579,164,205,0.3,94956,66469,24,Best
4889,09-Jan-20,20255,10001099,04/11/2020,Middle Class,842,300,352,0.3,252600,176820,90,Good
4395,19-Jan-20,14335,10002250,05/12/2020,Premium Class,843,321,147,0.3,270603,189422,97,Best
4556,25-Feb-20,19330,10004716,13/10/2020,Premium Class,577,231,169,0.3,133287,93301,98,Best
3454,08-Feb-20,18535,10001045,02/08/2020,Premium Class,674,176,241,0.3,118624,83037,197,Average
4876,11-Mar-20,12970,10001510,30/07/2020,Premium Class,561,141,48,0.3,79101,55371,220,Good
3998,14-Jan-20,17255,10002947,25/07/2020,Premium Class,763,193,62,0.3,147259,103081,200,Good
4487,20-Apr-20,19750,10000019,02/10/2020,First Class,607,165,254,0.3,100155,70109,55,Best
4749,09-Apr-20,21835,10003441,23/08/2020,Premium Class,534,136,20,0.3,72624,50837,434,Best
4881,14-Feb-20,13720,10004774,11/07/2020,Middle Class,513,148,376,0.3,75924,53147,491,Best
4272,06-Jan-20,18415,10003684,23/07/2020,Premium Class,602,199,226,0.3,119798,83859,260,Average
4269,10-Apr-20,17230,10001494,27/08/2020,Premium Class,620,139,276,0.3,86180,60326,226,Best
4914,22-Jan-20,16420,10004666,05/07/2020,Premium Class,577,165,65,0,95205,95205,48,Best
3493,17-Feb-20,13355,10003816,17/08/2020,Premium Class,654,182,323,0,119028,119028,177,Good
4008,03-Apr-20,19120,10001520,23/08/2020,Premium Class,872,142,40,0,123824,123824,497,Good
3818,06-Mar-20,21700,10001558,16/08/2020,Premium Class,660,163,242,0.3,107580,75306,214,Best
3361,16-Apr-20,17695,10002473,05/09/2020,Premium Class,985,142,272,0,139870,139870,320,Good
3709,12-Feb-20,20920,10004531,04/10/2020,Premium Class,897,235,307,0,210795,210795,314,Best
4540,20-Apr-20,12175,10004487,31/07/2020,Middle Class,947,102,197,0,96594,96594,377,Best
3356,21-Feb-20,12895,10003543,17/11/2020,First Class,849,270,155,0,229230,229230,249,Best
4574,02-Jan-20,12560,10004353,23/10/2020,Middle Class,656,295,328,0,193520,193520,212,Average
4477,16-Apr-20,10645,10001468,09/11/2020,First Class,645,207,30,0,133515,133515,300,Best
3955,12-Feb-20,13570,10002195,19/07/2020,Premium Class,782,158,331,0,123556,123556,1,Best
3570,21-Jan-20,10465,10001745,29/07/2020,First Class,547,190,338,0,103930,103930,27,Good
3442,16-Jan-20,21565,10004826,14/10/2020,Middle Class,593,272,39,0.6,161296,64518,476,Average
4749,22-Apr-20,13795,10000289,29/06/2020,Premium Class,840,68,56,0.3,57120,39984,106,Good
4701,04-Mar-20,12820,10003040,21/07/2020,Premium Class,736,139,153,0.3,102304,71613,116,Good
4292,13-Mar-20,20890,10000350,12/08/2020,Premium Class,760,152,10,0.3,115520,80864,320,Best
3345,03-Jan-20,10585,10001759,14/10/2020,Premium Class,998,285,19,0.3,284430,199101,195,Good
3612,28-Feb-20,18475,10001496,08/06/2020,Premium Class,822,101,337,0,83022,83022,89,Good
4035,18-Apr-20,11365,10002931,27/12/2020,Premium Class,629,253,331,0.3,159137,111396,427,Average
3204,20-Jan-20,20635,10002356,01/10/2020,First Class,660,255,50,0.3,168300,117810,360,Average
3120,16-Jan-20,19720,10003601,02/07/2020,Same Day,948,168,388,0.3,159264,111485,297,Average
4063,01-Mar-20,10330,10004154,10/07/2020,Middle Class,757,131,285,0.6,99167,39667,153,Good
3757,07-Feb-20,14560,10000788,22/12/2020,Premium Class,620,319,89,0,197780,197780,311,Best
3024,02-Apr-20,21820,10001940,22/06/2020,Middle Class,850,81,68,0,68850,68850,66,Average
3198,10-Apr-20,21490,10004465,07/12/2020,First Class,911,241,318,0.3,219551,153686,112,Good
4847,11-Mar-20,21430,10002333,04/11/2020,Middle Class,898,238,29,0.3,213724,149607,66,Best
3334,05-Jan-20,13360,10004188,26/09/2020,First Class,918,265,319,0,243270,243270,478,Average
4417,03-Feb-20,18550,10000145,14/06/2020,Middle Class,702,132,33,0,92664,92664,314,Good
4592,29-Apr-20,11860,10001613,06/10/2020,Premium Class,628,160,147,0,100480,100480,392,Average
3877,17-Jan-20,18250,10004055,30/07/2020,Same Day,736,195,86,0,143520,143520,385,Good
3844,18-Mar-20,17125,10004621,18/11/2020,Premium Class,632,245,166,0,154840,154840,417,Average
4610,10-Feb-20,10345,10001281,03/07/2020,Premium Class,664,144,380,0,95616,95616,353,Good
4038,02-Feb-20,16300,10001097,02/09/2020,First Class,635,213,55,0,135255,135255,275,Good
4305,01-Apr-20,10015,10001095,29/06/2020,First Class,659,89,134,0,58651,58651,395,Average
3382,15-Mar-20,17035,10002012,25/11/2020,Premium Class,965,255,170,0,246075,246075,201,Average
5000,04-Jan-20,20410,10004156,16/09/2020,Premium Class,757,256,327,0,193792,193792,416,Average
4182,14-Apr-20,15580,10000034,28/12/2020,Same Day,654,258,23,0,168732,168732,280,Good
3722,28-Apr-20,15325,10000560,09/08/2020,Premium Class,911,103,310,0,93833,93833,219,Good
4693,02-Apr-20,13525,10000461,22/10/2020,Middle Class,877,203,135,0,178031,178031,129,Good
3675,19-Feb-20,18265,10003066,05/12/2020,Premium Class,557,290,242,0,161530,161530,447,Average
3913,06-Apr-20,17290,10004022,07/07/2020,Premium Class,702,92,166,0.3,64584,45209,450,Average
4844,22-Mar-20,14245,10001988,19/09/2020,Same Day,505,181,126,0.3,91405,63984,405,Best
4571,21-Mar-20,21115,10003625,26/11/2020,Middle Class,657,250,95,0.3,164250,114975,498,Best
3674,14-Feb-20,16090,10003925,20/09/2020,Premium Class,962,219,340,0.3,210678,147475,438,Best
3625,30-Mar-20,20185,10003862,04/06/2020,Middle Class,679,66,167,0.3,44814,31370,55,Best
3004,26-Jan-20,11035,10004258,26/12/2020,Premium Class,791,335,146,0.3,264985,185490,123,Average
3210,16-Feb-20,11065,10002885,15/06/2020,Premium Class,753,120,368,0.3,90360,63252,346,Average
4522,09-Jan-20,18205,10003033,02/06/2020,Premium Class,639,145,21,0,92655,92655,218,Average
4017,22-Feb-20,13645,10000046,19/06/2020,Premium Class,722,118,263,0,85196,85196,67,Good
3807,08-Jan-20,11050,10002049,10/12/2020,Premium Class,906,337,154,0,305322,305322,339,Best
4588,04-Feb-20,21655,10001602,31/07/2020,Premium Class,668,178,175,0,118904,118904,26,Best
3709,05-Feb-20,14200,10003722,29/06/2020,Middle Class,836,145,245,0,121220,121220,88,Good
3882,27-Mar-20,10810,10003198,11/10/2020,Premium Class,800,198,25,0,158400,158400,480,Good
3817,11-Jan-20,17440,10002191,10/06/2020,Premium Class,518,151,12,0,78218,78218,465,Best
3387,24-Jan-20,20515,10004188,10/11/2020,Premium Class,947,291,54,0.3,275577,192904,194,Good
3647,29-Mar-20,16855,10001526,22/09/2020,Premium Class,804,177,187,0,142308,142308,354,Good
3957,20-Jan-20,21760,10001166,24/06/2020,Middle Class,513,156,239,0,80028,80028,413,Average
4687,14-Mar-20,21145,10000309,30/07/2020,Premium Class,572,138,99,0,78936,78936,30,Good
4352,08-Mar-20,15055,10004212,18/12/2020,Premium Class,649,285,61,0.3,184965,129476,289,Best
3981,16-Apr-20,10570,10003072,03/08/2020,Premium Class,875,109,351,0.6,95375,38150,95,Good
4249,05-Jan-20,12715,10000320,05/10/2020,Middle Class,674,274,268,0,184676,184676,300,Average
3554,28-Jan-20,14395,10001166,03/09/2020,Middle Class,753,219,7,0,164907,164907,232,Best
3207,28-Jan-20,16960,10003656,20/12/2020,First Class,869,327,73,0.3,284163,198914,137,Average
3379,22-Mar-20,14800,10000148,11/11/2020,Premium Class,660,234,46,0,154440,154440,232,Best
3626,23-Apr-20,11560,10003885,26/07/2020,Premium Class,503,94,289,0.3,47282,33097,155,Best
3136,26-Feb-20,14785,10001175,12/07/2020,Premium Class,903,137,119,0.3,123711,86598,278,Average
4798,11-Apr-20,11875,10000955,09/11/2020,Middle Class,804,212,0,0,170448,170448,62,Good
4134,22-Jan-20,19870,10003975,27/11/2020,Premium Class,642,310,272,0,199020,199020,388,Average
4741,24-Mar-20,20845,10003707,15/10/2020,Same Day,501,205,32,0,102705,102705,221,Good
3658,06-Jan-20,19405,10000203,06/06/2020,Premium Class,504,152,223,0,76608,76608,223,Average
3545,09-Apr-20,20905,10004790,21/11/2020,Middle Class,978,226,279,0,221028,221028,145,Average
3182,11-Feb-20,12520,10004761,17/08/2020,Premium Class,757,188,205,0,142316,142316,341,Best
3478,01-Jan-20,13045,10001811,28/09/2020,Premium Class,631,271,281,0,171001,171001,466,Average
3739,23-Feb-20,20335,10001130,04/09/2020,Middle Class,812,194,159,0,157528,157528,180,Average
3236,04-Mar-20,11710,10000055,21/07/2020,Premium Class,597,139,379,0,82983,82983,403,Good
